获奖年度,获奖奖种,获奖编号,获奖项目名称,项目完成单位
2020,自然科学奖,2020-Z04-1-01,寨卡病毒暴发与致病机制研究,无
2020,科学技术进步奖,2020-J11-2-03,《轻轨交通设计标准》编制研究,中车长春轨道客车股份有限公司
2020,自然科学奖,2020-Z03-2-05,纳米复合含硫正极材料构筑与锂硫二次电池性能调控,无
2020,科学技术进步奖,2020-J11-2-03,《轻轨交通设计标准》编制研究,无
2020,科学技术进步奖,2020-J02-2-10,基于动态本体技术的大数据智能融合分析系统,无
2020,科学技术进步奖,2020-J02-2-15,大规模人工智能数据柔性生产关键技术及应用,中国科学院计算技术研究所
2020,科学技术进步奖,2020-J06-2-06,潜伏性结核感染与活动性结核病诊断和预防新体系创建及推广,无
2020,科学技术进步奖,2020-J11-2-06,高速铁路轨道电路关键技术研究与应用,无
2020,科学技术进步奖,2020-J07-1-01,蛋白质科学研究国家重大科技基础设施（北京基地）-凤凰工程,无
2020,科学技术进步奖,2020-J09-2-04,复杂环境下低成本高可靠性2.X MW风电叶片关键技术研究及产业化,无
2020,科学技术进步奖,2020-J01-2-03,面向新一代移动智能终端的高效低功耗电源芯片技术研发及产业化,无
2020,科学技术进步奖,2020-J06-2-04,脑出血精准评价与标准化管理体系的建立与应用,无
2020,科学技术进步奖,2020-J03-2-01,高纯V2O5绿色制造关键技术及产业化,无
2020,科学技术进步奖,2020-J09-2-06,高性能高压自起动和高功率密度的永磁电动机热控制关键技术及应用,无
2020,科学技术进步奖,2020-J04-1-02,污水厌氧氨氧化高效脱氮技术体系创建与产业化应用,北京工业大学
2020,科学技术进步奖,2020-J02-2-09,基于深度学习的智能数字营销技术研究与应用,无
2020,自然科学奖,2020-Z04-1-02,肿瘤浸润T细胞的单细胞图谱,无
2020,科学技术进步奖,2020-J07-1-01,蛋白质科学研究国家重大科技基础设施（北京基地）-凤凰工程,北京蛋白质组研究中心
2020,科学技术进步奖,2020-J10-2-07,地下空间工程服役实景探识及应急处置关键技术与应用,北京中煤矿山工程有限公司
2020,科学技术进步奖,2020-J06-1-02,放射性粒子微创治疗肿瘤体系建立与临床应用,天津医科大学第二医院
2020,技术发明奖,2020-F04-2-01,铁路隧道防排水关键技术及工程应用,无
2020,科学技术进步奖,2020-J02-2-13,多情景跨领域中文文本智能校对关键技术及应用,无
2020,科学技术进步奖,2020-J11-2-03,《轻轨交通设计标准》编制研究,无
2020,技术发明奖,2020-F04-1-01,高水压越江海大直径盾构隧道开挖面稳定控制关键技术研究及应用,无
2020,科学技术进步奖,2020-J06-1-03,肝纤维化逆转机制、评价体系及应用推广,无
2020,科学技术进步奖,2020-J09-2-01,中深层巨型碳酸盐岩油藏开发关键技术工业化应用及重大成效,无
2020,技术发明奖,2020-F01-2-01,智能化软件开发关键技术-需求知识建模与代码自动推荐研究与应用,无
2020,科学技术进步奖,2020-J12-2-02,全生物降解地膜产品研发与应用,无
2020,科学技术进步奖,2020-J02-2-05,桥梁混凝土结构风险感知与智能评估关键技术研究与应用,无
2020,科学技术进步奖,2020-J09-1-02,提高复杂电网输电通道继电保护装备灵敏性和适应性的关键技术,无
2020,自然科学奖,2020-Z03-1-01,有机和碳材料中电荷输运的理论研究,无
2020,科学技术进步奖,2020-J10-2-02,地铁车站PBA法暗挖建造技术与应用,无
2020,科学技术进步奖,2020-J04-1-02,污水厌氧氨氧化高效脱氮技术体系创建与产业化应用,无
2020,科学技术进步奖,2020-J12-2-01,畜禽养殖物联网关键技术和智能装备创制与应用,无
2020,科学技术进步奖,2020-J11-1-04,高性能商用车燃料电池系统关键技术及产业化,无
2020,科学技术进步奖,2020-J10-2-05,岩土和砖石文物古建的高性能微生物修复技术及应用,无
2020,科学技术进步奖,2020-J11-2-03,《轻轨交通设计标准》编制研究,无
2020,自然科学奖,2020-Z02-1-02,极化雷达目标特征提取与目标检测及分类,无
2020,科学技术进步奖,2020-J02-1-01,开放环境下数字伪造内容检测关键技术与服务平台建设,无
2020,科学技术进步奖,2020-J07-1-01,蛋白质科学研究国家重大科技基础设施（北京基地）-凤凰工程,无
2020,科学技术进步奖,2020-J02-2-08,基于5G边缘云的强交互六自由度虚拟现实系统研发及产业化,北京凌宇智控科技有限公司
2020,科学技术进步奖,2020-J02-1-01,开放环境下数字伪造内容检测关键技术与服务平台建设,无
2020,技术发明奖,2020-F03-1-01,高电压、高安全锂二次电池先进功能材料技术及应用,无
2020,科学技术进步奖,2020-J06-1-05,基于人工智能和机器人技术的神经外科手术体系研究及临床应用,无
2020,科学技术进步奖,2020-J13-2-01,数字球幕影片《天上的宫殿》,无
2020,科学技术进步奖,2020-J02-2-13,多情景跨领域中文文本智能校对关键技术及应用,无
2020,科学技术进步奖,2020-J10-2-03,全生命周期建筑信息物理融合系统关键技术研究及应用,清华大学
2020,科学技术进步奖,2020-J06-2-04,脑出血精准评价与标准化管理体系的建立与应用,无
2020,科学技术进步奖,2020-J06-2-03,儿童重大恶性实体肿瘤综合诊疗体系建立,无
2020,科学技术进步奖,2020-J12-2-01,畜禽养殖物联网关键技术和智能装备创制与应用,新希望六和股份有限公司
2020,自然科学奖,2020-Z04-2-04,预警素类细胞因子及固有淋巴样2型细胞在哮喘中的作用和临床研究,无
2020,科学技术进步奖,2020-J03-1-01,高安全性车身结构用钢制造及应用关键技术集成与创新,无
2020,科学技术进步奖,2020-J05-1-01,航天复杂构件国产五轴高效精密加工成套工艺与制造系统及示范应用,中国航空工业集团公司北京航空精密机械研究所
2020,科学技术进步奖,2020-J10-2-01,养老设施和老年人居住建筑规划设计技术与应用示范,无
2020,科学技术进步奖,2020-J09-2-03,环北京地区新能源电力系统虚拟同步机关键技术、装备与应用,清华大学
2020,科学技术进步奖,2020-J04-1-03,复杂环境地下工程安全控制爆破理论和关键技术研究与应用,无
2020,科学技术进步奖,2020-J02-2-03,多模态环境感知及适配交互技术与应用,中国科学院大学
2020,科学技术进步奖,2020-J05-2-01,超长筒体张力旋压设备和工艺的研究与应用,无
2020,科学技术进步奖,2020-J11-2-01,遥感卫星数据接收站网协同规划关键技术及应用,无
2020,科学技术进步奖,2020-J11-2-09,航天器产品高效一体化空间环境试验关键技术研究及应用,无
2020,科学技术进步奖,2020-J04-1-02,污水厌氧氨氧化高效脱氮技术体系创建与产业化应用,无
2020,科学技术进步奖,2020-J06-1-05,基于人工智能和机器人技术的神经外科手术体系研究及临床应用,无
2020,科学技术进步奖,2020-J05-2-04,基于智能化的热轧薄带高强钢轧制稳定性控制技术及工业应用,马鞍山钢铁股份有限公司
2020,科学技术进步奖,2020-J02-1-03,工业物联网时序数据库管理系统关键技术及应用,无
2020,科学技术进步奖,2020-J02-2-05,桥梁混凝土结构风险感知与智能评估关键技术研究与应用,四川升拓检测技术股份有限公司
2020,自然科学奖,2020-Z03-2-06,异质结型复合催化剂的界面/缺陷调控及光催化性能研究,无
2020,科学技术进步奖,2020-J01-2-03,面向新一代移动智能终端的高效低功耗电源芯片技术研发及产业化,无
2020,科学技术进步奖,2020-J12-2-05,环渤海湾地区设施蔬菜小型害虫成灾机理与绿色防控技术研究及应用,无
2020,科学技术进步奖,2020-J01-1-01,12英寸先进集成电路制程电感耦合等离子刻蚀机研发及产业化,无
2020,自然科学奖,2020-Z03-2-06,异质结型复合催化剂的界面/缺陷调控及光催化性能研究,无
2020,科学技术进步奖,2020-J10-2-03,全生命周期建筑信息物理融合系统关键技术研究及应用,北京市建筑设计研究院有限公司
2020,科学技术进步奖,2020-J09-2-03,环北京地区新能源电力系统虚拟同步机关键技术、装备与应用,国网天津市电力公司
2020,技术发明奖,2020-F04-1-01,高水压越江海大直径盾构隧道开挖面稳定控制关键技术研究及应用,无
2020,科学技术进步奖,2020-J01-2-02,星载宽刈幅干涉成像高度计技术及应用,无
2020,科学技术进步奖,2020-J10-2-01,养老设施和老年人居住建筑规划设计技术与应用示范,中国城市规划设计研究院
2020,科学技术进步奖,2020-J01-2-01,远场声学信息人机交互关键技术及其应用,无
2020,科学技术进步奖,2020-J11-2-05,基于大客流的城市轨道交通运营安全保障与效能提升关键技术及应用,无
2020,技术发明奖,2020-F03-2-01,重型起重机械用高性能钢研制及应用关键技术开发,无
2020,自然科学奖,2020-Z02-2-03,氧化镓外延薄膜及深紫外传感器件基础研究,北京邮电大学
2020,技术发明奖,2020-F01-2-02,半导体芯片结温与系统热阻构成无损检测关键技术及应用,无
2020,科学技术进步奖,2020-J06-2-05,乙肝病毒母婴阻断关键技术与应用,无
2020,技术发明奖,2020-F03-1-01,高电压、高安全锂二次电池先进功能材料技术及应用,无
2020,科学技术进步奖,2020-J01-2-05,工业级电力通信核心芯片关键技术及规模化应用,无
2020,科学技术进步奖,2020-J02-2-02,复杂航天产品协同研发平台关键技术及应用,无
2020,科学技术进步奖,2020-J02-2-12,大规模跨语言代码安全检测技术及应用,无
2020,技术发明奖,2020-F03-2-02,航空发动机叶片自适应精密加工关键技术与应用,中国航发动力股份有限公司
2020,自然科学奖,2020-Z04-2-05,PCSK9的表达调控与药物影响的基础研究,无
2020,科学技术进步奖,2020-J06-1-01,髋膝关节置换诊疗新技术的建立及推广应用,无
2020,科学技术进步奖,2020-J11-2-05,基于大客流的城市轨道交通运营安全保障与效能提升关键技术及应用,北京城建设计发展集团股份有限公司
2020,科学技术进步奖,2020-J02-1-04,大型电商物流中心机器人及智能化调度系统研发与应用,无
2020,科学技术进步奖,2020-J11-1-04,高性能商用车燃料电池系统关键技术及产业化,无
2020,科学技术进步奖,2020-J10-2-05,岩土和砖石文物古建的高性能微生物修复技术及应用,无
2020,自然科学奖,2020-Z02-2-06,面向广域公共安全事件的社会数字治理关键技术,无
2020,科学技术进步奖,2020-J06-1-02,放射性粒子微创治疗肿瘤体系建立与临床应用,无
2020,科学技术进步奖,2020-J02-1-02,神经网络机器翻译核心技术及产业化,无
2020,科学技术进步奖,2020-J09-1-01,分布式可再生能源交直流高效集成与互联关键技术、装备及应用,无
2020,科学技术进步奖,2020-J01-2-01,远场声学信息人机交互关键技术及其应用,北京声智科技有限公司
2020,科学技术进步奖,2020-J01-2-03,面向新一代移动智能终端的高效低功耗电源芯片技术研发及产业化,圣邦微电子（北京）股份有限公司
2020,科学技术进步奖,2020-J04-1-01,古生代复杂碳酸盐岩油气藏油气成因与成藏富集规律及工业应用,无
2020,科学技术进步奖,2020-J04-1-03,复杂环境地下工程安全控制爆破理论和关键技术研究与应用,无
2020,技术发明奖,2020-F06-2-01,泥页岩裂缝动态评价表征关键技术及应用,无
2020,科学技术进步奖,2020-J08-2-01,针灸临床评价体系创建与应用,无
2020,自然科学奖,2020-Z02-2-01,低功耗小型化硅基光电子器件机理与关键技术,无
2020,科学技术进步奖,2020-J02-2-14,基于深度学习技术的肺癌/肺炎早诊早治的创新体系建设及推广应用 ,无
2020,科学技术进步奖,2020-J12-2-02,全生物降解地膜产品研发与应用,全国农业技术推广服务中心
2020,科学技术进步奖,2020-J02-2-15,大规模人工智能数据柔性生产关键技术及应用,无
2020,科学技术进步奖,2020-J02-2-15,大规模人工智能数据柔性生产关键技术及应用,数据堂（北京）科技股份有限公司
2020,科学技术进步奖,2020-J10-1-01,建筑室内空气质量测评控关键技术和应用,无
2020,科学技术进步奖,2020-J09-2-05,面向化石燃料能源转换系统燃烧不稳定性预报、调控技术及工程应用,北京嘉永会通能源科技有限公司
