企业名称,统一社会信用代码
北京亦庄久筑工程管理有限公司,91110302306634954A
北京市普仁医院,12110101400809896K
北京百花山国家级自然保护区管理处,1211010979344468XR
北京大兴国际机场临空经济区（大兴）管理委员会,
北京市经济和信息化局,11110000693225666K
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京海宁皮革城有限公司,91110105593868525L
北京保融置业发展有限公司,91110107MA01C4BA6K
北京市昌平区北七家镇人民政府,11110221000103771Q
北京力汇房地产开发有限公司,
北京市昌平区水务局,11110221000102859X
北京国际商务中心区开发建设有限公司,91110000784802297L
北京市房山区水务局,1.11E+17
北京嘉富龙房地产开发有限公司,91110000802204216N
北京市基础设施投资有限公司,
北京天地助房地产开发有限公司,9111010880204198XR
北京工商大学,1.21E+17
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京市监狱管理局,11110000000029612G
溪翁庄镇政府,
北京首都开发控股（集团）有限公司,
北京市自来水集团有限责任公司,91110000101358044Q
国网北京市电力公司,9.11E+17
北京市第六医院,12110101400782662H
北京市房山区水务局,1.11E+17
北京康辰药业股份有限公司,91110228754175237Y
北京市通州区潞城镇人民政府,11110112000084718L
北京京投兴朝置地有限公司,91110000MA00H0XN89
北京市西城区人民政府新街口街道办事处,11110102000038199L
北京市石景山区教育委员会,1111010700006782XB
密云区园林绿化局,
门头沟区园林绿化局,
昌平区园林绿化局,
北京北控京闽投资有限公司,91110116085528372X
北京昊远置业有限公司,91110302MA01GFP72Q
国网北京市电力公司,9.11E+17
北京福元医药股份有限公司,91110112700216160K
北京金隅平谷水泥有限公司,91110000558560699M
北京经济技术开发区土地储备与建设服务中心,
北京实创科技园开发建设股份有限公司,9.11E+17
北京百邑纪元房地产开发有限公司,91110114735106009B
北京市公联公路联络线有限责任公司,9.11E+17
北京北排能源科技有限公司,
"北京南海子投资管理
有限公司",
通州区水务局,
北京市顺义区李桥镇人民政府,11110110000093307D
北京星泰泓信资产管理有限公司,91110105579064571W
北京新京润房地产有限公司,91110000789952059K
北京电影学院,12110000400883332K
北京中关村石景山园发展有限公司,91110107664615104F
太保养老（北京）有限公司,
北京市自来水集团有限责任公司,91110000101358044Q
北京市房山供电公司,
北京兴延置业有限公司,91110229MA0088JF6W
北京市通州区体育局,1.11E+17
北京京孚徵慈工贸有限公司,9.11E+17
溪翁庄镇政府,
北京市朝阳区人民政府亚运村街道办事处,
首农食品集团和义农场,
国网北京市电力公司,9.11E+17
北京奥宸房地产开发有限公司,91110000786158802A
北京市交通委员会密云公路分局,12110000400709166J
北京星湖投资开发公司,9.11E+17
通州区永顺镇杨庄村村民委员会,
北京南苑森林湿地公园建设管理有限公司,91110106MA01YC5WX2
北京匡恩网络科技有限责任公司,9.11E+17
北京市大兴区园林绿化局,1.11E+17
北京市自来水集团有限责任公司,91110000101358044Q
北京市房山区青龙湖镇人民政府,11110111000078561F
北京欣达置业有限公司,91110115MA00C16W51
北京金隅兴大房地产开发有限公司,91110302MA019W3L5M
顺义区木林镇东沿头村经济合作社,
北京市平谷区马坊镇人民政府,11110226000113355C
北京市顺义区木林镇人民政府,11110110000093358M
海淀区住建委、海融达公司,
北京大兴国际机场临空经济区（大兴）管理委员会,
北京市水务工程建设与管理事务中心,12110000749350790J
北京科荣达航空科技股份有限公司,91110113633620306X
北京大栅栏投资有限责任公司,91110000752152461C
石景山区园林绿化局,
北京市交通委员会昌平公路分局,12110000400709211K
北京市怀柔区教育委员会,11110227000097957B
中央歌剧院,12100000400007156W
北京市顺义区石园街道办事处,11110110769935649K
北京恒盛宏大道路投资有限公司,91110106685123272E
北京拜尔贝克生物技术有限公司,
北京怀柔科学城建设发展有限公司,91110116MA00D3MN4H
北京市昌平区城市管理委员会,
大兴,
北京海悦置业有限公司,91110117MA01DFYY4L
北京气象风云投资有限公司,91110108057302763A
北京市怀柔区北房镇人民政府,11110227000098300M
北京兴创投资有限公司,9.11E+17
北京方恒云海数据科技有限公司,91110108MA01999J4M
北京市房山区交通局,1.11E+17
北京公共交通控股（集团）有限公司,9111000010110591XL
北京营意房地产开发有限公司,
北京宝嘉恒基础设施投资有限公司,9.11E+17
北京兆丰建融置业有限公司,91110107MA01Q2W925
北京市通州区张家湾镇人民政府,1111011200008462X1
国网北京市电力公司,9.11E+17
北京市密云区水务局,11110228000107959W
北京市密云区水务局,11110228000107959W
北京集创北方科技股份有限公司,91110108679604408D
北京市大兴区农业农村局,1.11E+17
北京市密云区城市管理委员会,11110228000108118F
北京海赋丰业房地产开发有限公司和北京首钢房地产开发有限公司联合体,
北京海开房地产集团有限责任公司,91110108102024820T
怀柔区政府,
北京新航城开发建设有限公司,91110000MA00A22E4K
北京市自来水集团有限责任公司,91110000101358044Q
中国移动通信有限公司,91110000717851160R
北京新航城控股有限公司,9.11E+17
北京未来科学城置汇建设有限公司,91110114MA00BR1E11
门头沟区园林绿化局,
石景山区城市管理委员会,
北京市基础设施投资有限公司,
北京市海淀区西北旺镇合作经济联合社,N311010805738122XD
海淀区住建委、海融达公司,
北京南苑森林湿地公园建设管理有限公司,91110106MA01YC5WX2
北京市顺义区北务镇人民政府,11110110000093518W
北京清华长庚医院,12110000318301495P
北京通明湖信息城发展有限公司,
北京市朝阳区园林绿化局,11110105733481657Q
嘉吉亚太食品系统（北京）有限公司,
北京市顺义区空港街道办事处,11110110668417623F
北京金安兴业房地产开发有限公司,91110107MA01G96P2B
北京市房山区水务局,1.11E+17
北京城市排水集团有限责任公司,9.11E+17
北京市基础设施投资有限公司,
青云店镇人民政府,
北京房地集团有限公司,9.11E+17
北京绿海能环保有限责任公司,91110108790655473T
北京首钢建设投资有限公司,91110000556827660M
北京市石景山区发展和改革委员会,11110107000068435J
北京市昌平区龙泽园街道办事处,
润和通信房地产开发有限公司,
北京市昌平区马池口镇人民政府,11110221000103448A
北京市朝阳区管庄乡人民政府,11110105801654610B
北京市房山区水务局,1.11E+17
北京北投生态环境有限公司,9.11E+17
北京市房山区长沟镇政府,
北京城市副中心投资建设集团有限公司,9.11E+17
通州区园林绿化局,
顺义区教育委员会,
北京市通州区于家务回族乡人民政府,11110112K00176802P
北京市房山区园林绿化局,
北京市怀柔区教育委员会,11110227000097957B
门头沟区教育委员会,
北京中关村大街建设发展有限公司,91110108MA01CWNY5F
大兴区水务局,
北京市怀柔区园林绿化局,
北京燕房新城投资有限公司,91110111691664139X
北京市门头沟区水务局,11110109000072813A
北京城市排水集团有限责任公司,9.11E+17
北京国苑体育文化投资有限责任公司,91110302327194193R
北京星伟体育用品有限公司,9.11E+17
市行政办公区工程建设办,
北京地坛医院,8.11E+17
顺义区教育委员会,
北京市平谷区教育委员会,11110226000112790G
北京市中西医结合医院,12110108400880211U
北京天泰兴业置业发展有限公司,91110107780965865M
北京市东城区文化和旅游局,1.11E+17
北京乐多港万达广场商业管理有限公司,91110114MA01QMKT47
北京朝阳环境集团有限公司,
北京市通州区台湖镇人民政府,1.11E+17
北京首保创新置业有限公司,91110107MA01Q8EL2C
北京市密云区水务局,11110228000107959W
国网北京市电力公司,9.11E+17
北京建工国通建设工程有限责任公司,91110112MA003XM54L
北京建工国通建设工程有限责任公司,91110112MA003XM54L
昌平区园林绿化局,
北京市房山区园林绿化局,
北京市朝阳区卫生健康委员会,11110105000052943R
北京海创百纳生物科技有限公司,91110116085531272D
中建智地置业有限公司,9.11E+17
北京中医药大学,12100000400008300P
北京市热力集团有限责任公司,91110000101100238R
北京市通州区西集镇人民政府,11110112000084590Q
北京润臻置业有限公司,
北京市基础设施投资有限公司,
北京市房山新城投资有限责任公司 ,
北京市怀柔区水务局,11110227000097949G
北京北控京奥建设有限公司,91110229MA00BTBL8R
北京住总房地产开发有限责任公司,9.11E+17
北京首侨创新置业有限公司,91110107MA005TX2XY
西城区教育委员会,
北京市密云区农业农村局,
北京市保障性住房建设投资中心,91110000576880856J
北京小汤山医院,12110000400686515N
北京顺长房地产开发有限公司,9.11E+17
北京金色朝阳房地产开发有限公司,91110105801734821M
顺义区杨镇人民政府,
北京市房山区西潞街道办事处,
北京市顺义区城市管理委员会,
北京城建兴瑞置业开发有限公司,91110000MA005NBD3C
北京市房山区拱辰街道办事处,
北京市消防救援总队,1.11E+17
北京市清河管理处,
北京市海淀区园林绿化局,
北京市石景山区教育委员会,1111010700006782XB
北京石油化工学院,12110000400966488R
大兴区政府,
北京市朝阳区教育国有资产管理中心,12110105400840869H
北京市昌平区水务局,11110221000102859X
北京市通州区于家务回族乡人民政府,11110112K00176802P
北京市大兴区发展和改革委员会,11110224000087708T
北京市公安局东城分局,11110000000028898F
北京市朝阳区园林绿化局,11110105733481657Q
