   序号,证书状态,证书形式,证号,企业名称,法人代表,行政相对人代码,注册地址,经济类型,许可机关,核发日期,前一次有效期,延期有效期,,
8236,有效,电子,（京）JZ安许证字[2023]053616,北京亿安华建筑工程有限责任公司,/,91110109MA7GYTL37U,北京市门头沟区石龙经济开发区永安路20号1号楼14层2单元1401室-DXF1103(集群注册),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-27,,2026-03-26,,
8237,有效,电子,（京）JZ安许证字[2023]053617,北京中北宏盛建筑工程有限公司,/,91110116096062328A,北京市怀柔区杨宋镇凤翔东大街9号201室(集群注册),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-27,,2026-03-26,,
8238,有效,电子,（京）JZ安许证字[2023]053618,北京高欣科技有限公司,/,91110111MA0204PGXK,北京市房山区翠枫路7号院9号楼6层3612,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-27,,2026-03-26,,
8239,有效,电子,（京）JZ安许证字[2023]053619,北京盛华杰建筑工程有限公司,/,91110116MAC43B949B,北京市怀柔区怀北镇怀北路308号(集群注册),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-27,,2026-03-26,,
8240,有效,电子,（京）JZ安许证字[2023]053620,北京中翼腾飞建筑工程有限公司,/,91110117MAC3QBDA8K,北京市平谷区北京市平谷区南独乐河镇同乐路145号220324(集群注册),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-27,,2026-03-26,,
8241,有效,电子,（京）JZ安许证字[2023]053621,北京绿色苹果技术有限公司,/,91110108758745516P,北京市海淀区中关村南大街2号1号楼15层A座1806,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-27,,2026-03-26,,
8242,有效,电子,（京）JZ安许证字[2023]053622,北京博庆夏贝机电热能技术有限公司,/,911101147855090336,北京市昌平区科技园区东区产业基地景兴街18号院2号楼4层404-1,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-27,,2026-03-26,,
8243,有效,电子,（京）JZ安许证字[2023]053623,北京博比风电科技有限公司,/,91110302571236551L,北京市北京经济技术开发区荣华中路19号院1号楼B座11层1108室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-27,,2026-03-26,,
8244,有效,电子,（京）JZ安许证字[2023]053624,永达隧盾(北京)工程有限公司,/,91110109MABX6UTB6T,北京市门头沟区石龙经济开发区永安路20号3号楼A-T0078室(集群注册),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-27,,2026-03-26,,
8245,有效,电子,（京）JZ安许证字[2023]053627,博宇融通(北京)电气设备有限公司,/,911101085923715920,北京市朝阳区望京北路9号9幢八层D818,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-27,,2026-03-26,,
8246,有效,电子,（京）JZ安许证字[2023]053628,北京齐鸿工程建设有限公司,/,91110115MAC4RQE934,北京市昌平区瑞旗家园31号楼3层301,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-03-27,,2026-03-26,,
8247,有效,电子,（京）JZ安许证字[2023]053629,北京九州拓达工程科技有限公司,/,91110113MA01MN4H5D,北京市门头沟区石龙经济开发区平安路5号4幢DY804(集群注册),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-03-27,,2026-03-26,,
8248,有效,电子,(京)JZ安许证字〔2023〕053245,北京海德御龙建设有限公司,/,91110228317900437H,北京市密云区北庄镇北庄村华盛路142号政府办公楼223室-445,其他有限责任公司,北京市住房和城乡建设委员会,2023-02-15,,2026-02-14,,
8249,有效,电子,(京)JZ安许证字〔2023〕053330,北京和义隆建筑装饰工程有限公司,/,911101145657833800,北京市顺义区南法信镇顺畅大道14号院7号楼7层709室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-02-24,,2026-02-23,,
8250,有效,电子,（京）JZ安许证字[2023]053714,川谷汇(北京)数字科技有限公司,/,91110114MA01J9MW8U,北京市北京经济技术开发区文化园西路6号院21号楼6层602,其他有限责任公司,北京市住房和城乡建设委员会,2023-04-06,,2026-04-05,,
8251,有效,电子,（京）JZ安许证字[2023]053715,北京兴电坤海电力工程有限公司,/,91110114MA01RWNN7P,北京市昌平区立汤路181号院6号楼3层303,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-06,,2026-04-05,,
8252,有效,电子,(京)JZ安许证字〔2023〕053078,北京天合盛世建筑工程有限公司,/,91110109074189379J,北京市门头沟区石龙经济开发区永安路20号3号楼B1-5596室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-01-19,,2026-01-18,,
8253,有效,电子,(京)JZ安许证字〔2023〕053079,北京洋洋得意建筑工程有限责任公司,/,91110109MABYKYCJ10,北京市门头沟区石龙工业区美安路1号2幢0871(集群注册),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-01-19,,2026-01-18,,
8254,有效,电子,(京)JZ安许证字〔2023〕053080,北京鼎盛荣邦建设工程有限公司,/,91110107748830653E,北京市门头沟区王平镇王平大街东路18号—WP1424(集群注册),其他有限责任公司,北京市住房和城乡建设委员会,2023-01-19,,2026-01-18,,
8255,有效,电子,(京)JZ安许证字〔2023〕053190,北京京泰鼎鑫建筑工程有限公司,/,91110116MABLTXL16L,北京市怀柔区雁栖镇范各庄一区顶秀美泉家园丙7号楼1层115,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-02-10,,2026-02-09,,
8256,有效,电子,（京）JZ安许证字[2023]053757,北京龙山物业管理有限公司,/,911101163271693263,北京市怀柔区怀北镇河防口村428号,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-11,,2026-04-10,,
8257,有效,电子,（京）JZ安许证字[2023]053758,中泰云庆(北京)科技有限公司,/,91110117MA7EY1HE3J,北京市平谷区平谷镇新平北路63号院1号楼1层(2)-1-1,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-06-07,,2026-04-10,,
8258,有效,电子,（京）JZ安许证字[2023]053759,中烽建业(北京)建筑有限公司,/,91110109MAC3E9NY7R,北京市门头沟区石龙经济开发区平安路5号4幢DY1769（集群注册）,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-11,,2026-04-10,,
8259,有效,电子,（京）JZ安许证字[2023]053793,世纪鸿宇(北京)建设有限公司,/,91110117MA02B1JX27,北京市平谷区东高村镇东高村兴业路55号-21134(集群注册),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-12,,2026-04-11,,
8260,有效,电子,（京）JZ安许证字[2023]054345,北京京鲁永泰建筑工程有限公司,/,91110400MAC16P3C8X,北京市北京经济技术开发区(大兴)隆庆路4号院1号楼2层221,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8261,有效,电子,（京）JZ安许证字[2023]054346,中港颐建(北京)装饰工程有限公司,/,91110115752628458Y,北京市大兴区经济开发区科苑路9号3号楼三层Y567室,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8262,有效,电子,（京）JZ安许证字[2023]054347,北京解氏科技发展有限公司,/,91110114MA04BKAN7X,北京市昌平区回龙观东大街336号院4号楼3层309,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8263,有效,电子,（京）JZ安许证字[2023]054348,北京鑫钰源建设工程有限公司,/,911101093063082512,北京市门头沟区石龙经济开发区永安路20号3号楼A-1624室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8264,有效,电子,（京）JZ安许证字[2023]054353,北京金晟博煜建筑工程有限公司,/,91110109MAC6T6MK28,北京市门头沟区石龙经济开发区平安路5号4幢DY1881(集群注册),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8265,有效,电子,（京）JZ安许证字[2023]054354,北京宁通装饰工程有限公司,/,91110105597708633W,北京市海淀区玲珑路9号院西区9号楼5层1单元406,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8266,有效,电子,（京）JZ安许证字[2023]054355,北京赢励天下科技有限公司,/,91110117MABLJ5R13T,北京市平谷区金海湖镇韩庄南大街111号-220128(集群注册),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8267,有效,电子,（京）JZ安许证字[2023]054356,北京祥旭建筑工程有限公司,/,91110228MA01FHX067,北京市密云区滨河路46号文锦大厦北楼二层220室-304(不老屯镇集中办公区),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8268,有效,电子,（京）JZ安许证字[2023]054360,北京捷尚装饰有限公司,/,91110117MA04CEJ213,北京市平谷区兴谷经济开发区6区305-212251(集群注册),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8269,有效,电子,（京）JZ安许证字[2023]054361,北京禄丰建设工程有限公司,/,91110116MA002GLN3H,北京市怀柔区怀北镇怀北路308号,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8270,有效,电子,（京）JZ安许证字[2023]054362,中汇昌盛(北京)建筑工程有限公司,/,91110116MABUG10D07,北京市怀柔区青春路54号3幢101室(集群注册),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8271,有效,电子,（京）JZ安许证字[2023]054363,北京国信海慧科技有限公司,/,911101055996406440,北京市海淀区上地三街9号D座7(6)层D706-1,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8272,有效,电子,（京）JZ安许证字[2023]054364,中润盛和(北京)建筑工程有限公司,/,91110117MAC5G40361,北京市平谷区迎宾街1号院12号楼17层1单元1701,有限责任公司(法人独资),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8273,有效,电子,（京）JZ安许证字[2023]054365,北京世纪双润技术服务有限公司,/,91110101758232382P,北京市房山区广阳中路1号院一区甲7号1层101-E1302(集群注册),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8274,有效,电子,（京）JZ安许证字[2023]054366,北京光达通建筑劳务工程有限公司,/,91110117MACBXUBL2Y,北京市平谷区大兴庄镇顺福路81号-23151(集群注册),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-25,,2026-04-24,,
8275,有效,电子,（京）JZ安许证字[2023]054231,北京汇达诚工程管理有限公司,/,91110116MABMEC6E9N,北京市怀柔区雁栖镇京加路青秀园街5号院1号楼文化服务中心101室,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-21,,2026-04-20,,
8276,有效,电子,（京）JZ安许证字[2023]054232,北京兴天通电讯科技有限公司,/,91110108747521365L,北京市海淀区玲珑路9号院西区9号楼7层1单元605,其他有限责任公司,北京市住房和城乡建设委员会,2023-04-21,,2026-04-20,,
8277,有效,电子,（京）JZ安许证字[2023]054084,北京沃之家建筑工程有限公司,/,91110116MAC786750F,北京市怀柔区桥梓镇八龙桥雅苑东侧100米(活动中心1226室),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-18,,2026-04-17,,
8278,有效,电子,（京）JZ安许证字[2023]054085,北京邦冠建筑劳务有限公司,/,91110109MA04F9MM7T,北京市门头沟区斋堂大街45号科技楼ZT1522室（集群注册）,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-18,,2026-04-17,,
8279,有效,电子,（京）JZ安许证字[2023]054086,瑞科永华(北京)建筑科技有限公司,/,91110108074168471A,北京市房山区良乡凯旋大街建设路18号—D3476,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-19,,2026-04-18,,
8280,有效,电子,（京）JZ安许证字[2023]054087,芃其麦(北京)科技有限公司,/,91110109MA7D8TB63D,北京市门头沟区妙峰山镇政府大院南楼MFS1839室(集群注册),有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-19,,2026-04-18,,
8281,有效,电子,（京）JZ安许证字[2023]054088,北京源启建设工程有限公司,/,91110111MAC73AXGXF,北京市房山区天星街1号院10号楼12层1201-C0088(集群注册),有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-19,,2026-04-18,,
8282,有效,电子,（京）JZ安许证字[2023]054102,北京鹏盛建筑工程有限公司,/,91110109MA01N9F035,北京市门头沟区龙兴南二路5号院2号楼6层091,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-19,,2026-04-18,,
8283,有效,电子,（京）JZ安许证字[2023]054103,北京燕洋天和劳务分包有限公司,/,91110111MA00EG6D17,北京市房山区城关街道顾八路1区1号-T286,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-19,,2026-04-18,,
8284,有效,电子,（京）JZ安许证字[2023]054104,北京嘉中装饰工程有限公司,/,91110111MA0080254F,北京市房山区琉璃河镇立教村村委会东150米,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-19,,2026-04-18,,
8285,有效,电子,（京）JZ安许证字[2023]054105,北京京雄基础工程有限公司,/,91110113MA04BT8X08,北京市顺义区双裕南小街1号院1号楼3层0453,有限责任公司(自然人投资或控股),北京市住房和城乡建设委员会,2023-04-19,,2026-04-18,,
8286,有效,电子,（京）JZ安许证字[2023]054106,北京鸿利中天建筑工程有限公司,/,91110114MA004KXU9L,北京市昌平区马池口镇北庄户村甲19号97室,有限责任公司(自然人独资),北京市住房和城乡建设委员会,2023-04-19,,2026-04-18,,
