数据类型,行政相对人名称,统一社会信用代码,工商注册号,组织机构代码,税务登记号,事业单位证书号,社会组织登记证号,法定代表人,行政处罚决定书文号,违法行为类型,违法事实,处罚依据,处罚类别,处罚内容,罚款金额（万元）,没收违法所得、没收非法财务的金额（万元）,暂扣或吊销证照名称及编号,处罚决定日期,处罚有效期,公示截止期,处罚机关,处罚机关统一社会信用代码,数据来源单位,数据来源单位统一社会信用代码,备注,上报日期
企业,北京顺德医院管理有限公司迎宾顺德口腔诊所,911101165769094798,,,,,,詹统英,京怀卫传罚[2020]002号,《医疗废物管理条例》第十四条第二款，《医疗卫生机构医疗废物管理办法》第二十六条,在非贮存地点堆放医疗废物；,《医疗废物管理条例》第四十七条第（一）项，《医疗卫生机构医疗废物管理办法》第四十一条第（一）项,罚款,警告、罚款5000元,0.5,,,2020/11/11,2099/12/31,2023/11/11,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年11月18日
企业,北京青春优贝口腔门诊部（普通合伙）,91110116MA01KL2C5A,,,,,,熊华龙,京怀卫放罚【2020】004号,《放射工作人员职业健康管理办法》第六条第一款,未给从事放射工作的人员办理《放射工作人员证》的,《放射工作人员职业健康管理办法》第三十九条,罚款,警告、罚款3000元,0.3,,,2020/11/24,2099/12/31,2023/11/24,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年12月1日
企业,北京青春优贝口腔门诊部（普通合伙）,91110116MA01KL2C5A,,,,,,熊华龙,京怀卫放罚【2020】003号,《放射诊疗管理规定》第十六条第二款,未取得《放射诊疗许可证》开展放射诊疗工作,《放射诊疗管理规定》第三十八条第（一）项,罚款,警告、罚款3000元,0.3,,,2020/11/24,2099/12/31,2023/11/24,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年12月1日
企业,北京鼎元华商贸有限公司诊所,91110116567417157F,,,,,,张晓雪,京怀卫医罚【2020】011号,《医疗机构管理条例》第二十八条,任用非卫生技术人员从事医疗卫生技术工作。（医疗机构使用卫生技术人员从事本专业以外的诊疗活动的，按使用非卫生技术人员处理。）,《医疗机构管理条例》第四十八条，《医疗机构管理条例实施细则》第八十一条,罚款,罚款3000元,0.3,,,2020/12/3,2099/12/31,2023/12/3,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年12月8日
企业,北京美丽豪酒店管理有限公司,91110116MA01FDNJ7N,,,,,,冯长民,京怀卫公罚【2020】008号,《公共场所卫生管理条例实施细则》第十四条,提供给顾客使用的用品用具，未按照有关卫生标准和要求清洗案,《公共场所卫生管理条例实施细则》第三十六条第（二）项,罚款,警告；罚款2000元,0.2,,,2020/12/14,2099/12/31,2023/12/14,北京市怀柔区卫生健康委员会,11110227306587801A,北京市怀柔区卫生健康委员会,11110227306587801A,,2020年12月21日
企业,北京煊阳建设工程有限公司,91110111MA00FHJ65F,,,,,,李国,京怀雁栖镇人民政府罚字〔2020〕0004号,《城市建筑垃圾管理规定》第十三条,"2020年10月11日16时53分,北京煊阳建设工程有限公司使用渣土运输车辆京ANA017运输渣土，该车未进行备案，不属于道路运输企业经营许可的运输车辆。",城市建筑垃圾管理规定》第二十二条第二款,罚款,人民币20000（贰万）元整,2,,,2020/11/11,2099/12/31,2021/2/11,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年11月12日
企业,北京泰莲庭旅游开发有限公司,9111011677705733XA,,,,,,关山,京怀雁栖镇人民政府罚字[2020]0005号,《北京市生活垃圾管理条例》第三十六条第一款第（三）项,"经查，当事人2020年11月12日9时30分,在北京市怀柔区雁栖镇长元村北1000米北京泰莲庭旅游开发有限公司内将可回收垃圾投入到其他垃圾桶内，未按照生活垃圾产生量和分类方法设置相应的生活垃圾分类收集容器，存在未按规定设置生活垃圾分类收集容器的行为。",《北京市生活垃圾管理条例》第六十九条第一款,罚款,罚款叁仟元,0.3,,,2020/11/12,2099/12/31,2021/2/12,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年11月13日
企业,北京平平餐饮有限公司,91110116MA0073T83X,,,,,,王平,京怀雁栖镇人民政府罚字[2020]0006号,北京市生活垃圾管理条例》第三十六条第一款第（三）项,"当事人2020年11月15日9时30分,在北京市怀柔区雁栖镇下庄565号-1（下庄村西综合楼北侧一层门脸房）北京平平餐饮有限公司，厨余垃圾桶内菜汤外溢，造成桶身脏污，未及时进行清理，存在未按规定管护生活垃圾分类收集容器的行为。",《北京市生活垃圾管理条例》第六十九条第一款,罚款,罚款叁仟元,0.3,,,2020/11/15,2099/12/31,2021/2/15,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年11月16日
企业,北京鲟香来餐饮有限公司第一分公司,91110116327223580A,,,,,,孟宪玉,京怀雁栖镇人民政府罚字[2020]0008号,北京市生活垃圾管理条例》第三十六条第一款第（三）项,"当事人2020年11月16日13时30分,在北京市怀柔区雁栖镇京加路18号东40米北京鲟香来餐饮有限公司第一分公司，其他垃圾桶桶身脏污，未及时进行清理，存在未按规定管护生活垃圾分类收集容器的行为。",《北京市生活垃圾管理条例》第六十九条第一款,罚款,罚款叁仟元,0.3,,,2020/11/16,2099/12/31,2021/2/16,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年11月16日
企业,北京建诚机电设备安装工程有限公司,911101057376680722,,,,,,陈峰,京怀雁栖镇人民政府罚字〔2020〕0011号,《北京市大气污染防治条例》第八十二条第二款,2020年11月14日9时20分，北京建诚机电设备安装工程有限公司在北京市怀柔区雁栖镇雁栖湖北路雁柏山庄施工现场有工程渣土裸露，未采取有效覆盖。经责令，该单位当场对裸露在外未有效覆盖的工程渣土进了覆盖。,《北京市大气污染防治条例》第一百二十条,罚款,人民币10000（壹万）元整,1,,,2020/11/17,2099/12/31,2021/2/17,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年11月18日
企业,北京振金兴旺建筑工程有限责任公司,91110117MA00331D4P,,,,,,贾振金,京怀雁栖镇人民政府罚字〔2020〕0012号,《北京市生活垃圾管理条例》第三十六条第一款第（四）项,"当事人于2020年11月18日9时30分,在北京市怀柔区雁栖镇北京雁栖湖生态发展示范区环境整治定向安置房项目二期二标段施工工地将塑料袋、一次性口罩、饮料瓶、易拉罐收集、贮存于其他垃圾桶内，存在分类管理责任人未分类收集、贮存生活垃圾的行为。北京振金兴旺建筑工程有限责任公司土建负责人王冬雪参加了现场检查，并当场对上述行为进行了改正。",《北京市生活垃圾管理条例》第六十九条第一款,罚款,人民币3000（叁仟）元整,0.3,,,2020/11/18,2099/12/31,2021/2/18,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年11月23日
企业,北京泽时酒店物业管理有限公司,91110106MA01KBT36U,,,,,,乔新新,京怀雁栖镇人民政府罚字〔2020〕0014号,《北京市生活垃圾管理条例》第三十六条第一款第（四）项,"经查，当事人于2020年11月23日9时30分,在北京市怀柔区雁栖镇陈各庄项目中建八局生活区，将塑料袋、饮料瓶收集、贮存于有害垃圾桶内，存在分类管理责任人未分类收集、贮存生活垃圾的行为。北京泽时酒店物业管理有限公司经理时继堂参加了现场检查，并当场对上述行为进行了改正。",《北京市生活垃圾管理条例》第六十九条第一款,罚款,人民币3000（叁仟）元整,0.3,,,2020/11/23,2099/12/31,2021/2/23,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年11月23日
企业,北京永恒兴业物业管理有限公司,91110228MA01P8P567,,,,,,成福远,京怀雁栖镇人民政府罚字[2020]0016号,北京市生活垃圾管理条例》第三十六条第一款第（三）项,"当事人于2020年11月24日9时00分,在北京市怀柔区雁栖镇北京雁栖湖生态发展示范区环境整治定向安置房项目二期三标段生活区，厨余垃圾桶桶身脏污，未及时进行清理，存在未按规定管护生活垃圾分类收集容器的行为。北京永恒兴业物业管理有限公司食堂管理员饶岭参加了现场检查，并当场对上述行为进行了改正。",《北京市生活垃圾管理条例》第六十九条第一款,罚款,罚款叁仟元,0.3,,,2020/11/24,2099/12/31,2021/2/24,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年11月24日
企业,北京华腾鸿城餐饮管理有限公司,91110302MA00BRE34N,,,,,,李瑞松,京怀雁栖镇人民政府罚字〔2020〕0015号,《北京市生活垃圾管理条例》第三十六条第一款第（一）项,2020年11月23日9时20分，北京市怀柔区雁栖镇人民政府综合执法队执法人员在北京市怀柔区雁栖镇陈各庄村委会西南100米处检查时发现，北京华腾鸿城餐饮管理有限公司没有按照本市规定，制定生活垃圾分类日常管理制度，北京华腾鸿城餐饮管理有限公司常务刘伟刚参与了现场检查。本行政机关责令其改正上述违法行为，按照本市相关部门的规定制定生活垃圾分类日常管理制度。,《北京市生活垃圾管理条例》第六十九条第一款,罚款,人民币3000（叁仟）元整,0.3,,,2020/11/23,2099/12/31,2021/2/23,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年11月25日
企业,北京万邦佳泰建设有限公司,91110115MA01M39J9T,,,,,,程剑秋,京怀雁栖镇人民政府罚字〔2020〕0018号,《北京市市容环境卫生条例》第五十九条第一款,"2020年11月27日9时20分，北京万邦佳泰建设有限公司在北京市怀柔区雁栖镇乐园庄大桥南500米施工现场有工程渣土随意倾倒并堆放，未及时清运，经皮尺测量，堆放的工程渣土南北宽4米，东西长8米，面积32平方米，构成了违反规定倾倒建筑废弃物的违法事实。北京万邦佳泰建设有限公司执行经理庞震参与了现场检查,经责令，北京万邦佳泰建设有限公司改正了上述行为。",《北京市市容环境卫生条例》第五十九条第四款,罚款,罚款人民币伍万（50000）元整,5,,,2020/11/28,2099/12/31,2021/2/28,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年11月30日
企业,北京回家过年小吃店,91110116MA00G3UQ63,,,,,,樊成欢,京怀雁栖镇人民政府罚字[2020]0019号,北京市生活垃圾管理条例第三十八条第二款,"经查，2020年12月1日9时30分,北京市怀柔区雁栖镇人民政府综合执法队执法人员在北京市怀柔区雁栖经济开发区雁栖路33号院2号楼103检查时发现，北京回家过年小吃店未按照本市规定，记录责任范围内实际产生的生活垃圾的种类、数量、运输者、去向等情况，存在分类管理责任人未建立生活垃圾管理台账的行为。北京回家过年小吃店店员罗学涛参加了现场检查，经责令，北京回家过年小吃店当场改正了上述行为。",北京市生活垃圾管理条例第七十条第二款,罚款,罚款壹仟元,0.1,,,2020/12/1,2099/12/31,2021/3/1,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年12月1日
企业,北京秦晋之家餐饮有限公司,92110116MA016FEM0C,,,,,,姚长胜,京怀雁栖镇人民政府罚字[2020]0021号,《北京市生活垃圾管理条例》第三十八条第二款,"2020年12月1日10时30分,北京市怀柔区雁栖镇人民政府综合执法队执法人员在北京市怀柔区雁栖经济开发区雁栖路33号6号楼105检查时发现，北京秦晋之家餐饮有限公司未按照本市规定，记录责任范围内实际产生的生活垃圾的种类、数量、运输者、去向等情况，存在分类管理责任人未建立生活垃圾管理台账的行为。北京秦晋之家餐饮有限公司法定代表人姚长胜参加了现场检查，经责令，北京秦晋之家餐饮有限公司当场改正了上述行为。",《北京市生活垃圾管理条例》第七十条第二款,罚款,罚款壹仟元,0.1,,,2020/12/1,2099/12/31,2021/3/1,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年12月2日
企业,北京宏伟致远清洁有限公司,91110116MA00G85P2W,,,,,,刘伟,京怀雁栖镇人民政府罚字[2020]0026号,《北京市生活垃圾管理条例》第三十六条第一款第（三）项,"经查，2020年12月7日9时30分,北京宏伟致远清洁有限公司在北京市怀柔区雁栖镇顶秀美泉小镇北侧100米处怀柔区雁栖湖柏崖厂村B-13、B-14、HR-0009-0113地块居住及配套用地项目一期施工现场内将其他垃圾投入到厨余垃圾桶内，未按照生活垃圾产生量和分类方法设置相应的生活垃圾分类收集容器，存在未按规定设置生活垃圾分类收集容器的行为。北京宏伟致远清洁有限公司经理柳小棋参加了现场检查，经责令，北京宏伟致远清洁有限公司当场改正了上述行为。",《北京市生活垃圾管理条例》第六十九条第一款,罚款,罚款叁仟元,0.3,,,2020/12/7,2099/12/31,2021/3/7,北京市怀柔区雁栖镇人民政府,11110227000098415U,北京市怀柔区雁栖镇人民政府,11110227000098415U,,2020年12月7日
