企业名称,统一社会信用代码,核准日期
北京瑞驰嘉科技贸易有限公司,91110118MACWA7U534,2023-08-16
北京姚宝森健康文化有限公司,91110118MACQC4JY8R,2023-08-03
北京瞻峰科技有限公司,91110118MACQHBW41B,2023-07-17
北京凡申延商贸有限公司,91110118MACNMTU69N,2023-07-13
北京德元居文旅有限公司,91110118MACQ90FN53,2023-07-13
华纳谊信（北京）广告有限公司,91110118MACRNPNU9R,2023-07-26
北京橘夏文化科技有限公司,91110118MACXCU006H,2023-09-13
中科长信（北京）电声科技有限公司,91110118MACP7G6YX4,2023-07-21
北京栩清建筑工程有限公司,91110118MACTN25N6M,2023-08-03
北京奇欣创飞科技有限公司,91110118MACQFWBW35,2023-08-04
北京恒立威尔液压机械制造有限公司,91110118MACU8W7YXJ,2023-08-14
礼记尚品（北京）商贸有限公司,91110118MACU8DCG2G,2023-08-22
北京澜屿汇文化有限公司,91110118MACT75RC7H,2023-08-10
北京赛博奥术科技有限公司,91110118MACP82NM74,2023-07-13
北京安居家健康管理服务有限公司,91110118MACXCTE02D,2023-08-16
北京鲁佳食品销售有限公司,91110118MACQKYR49U,2023-07-21
北京慧达通宇科技发展有限公司,91110118MACU18F177,2023-08-04
中企汇川文化传媒（北京）有限责任公司,91110118MACQFURP25,2023-08-04
北京神州互通科技有限公司,91110118MACQFW597U,2023-08-04
北京数智知行科技有限公司,91110118MACUH8H17E,2023-08-14
中安乐高（北京）商贸有限公司,91110118MACWA7G976,2023-08-16
北京玖诚奇想科技有限公司,91110118MACRQC26XG,2023-08-04
北京数讯云网科技有限公司,91110118MACTH36W62,2023-08-04
北京宏信通达商贸有限公司,91110118MACQPPPU1U,2023-07-19
中申企链（北京）科技有限公司,91110118MACQ11676W,2023-07-28
北京爱嘉芯房地产经纪有限公司,91110118MACNXUKRX0,2023-07-17
冰河费米（北京）科技有限公司,91110118MACQYB9A7W,2023-07-14
北京壹鸣建筑有限公司,91110118MACQD0GPX3,2023-07-26
博瑞企业管理咨询（北京）有限公司,91110118MACRYHD59J,2023-07-26
红犀牛智能（北京）装饰工程有限公司,91110118MACR0Q3T0X,2023-08-10
中盈付高（北京）建筑工程有限公司,91110118MACWAG4Q49,2023-08-16
北京海盛锦成咨询管理有限公司,91110118MACWH0BY99,2023-08-16
北京岚卓房地产经纪有限公司,91110118MACTMYUH86,2023-08-03
北京盛泰家庭农场,91110118MACUH8C82R,2023-08-14
中伟明杜（北京）建筑工程有限公司,91110118MACU8C328A,2023-08-14
北京泓润祥益机械设备租赁有限公司,91110118MACP7MNR7R,2023-07-21
北京康麟宁商贸有限公司,91110118MACQYBB081,2023-07-14
北京江河万象文化传媒有限公司,91110118MACR2L415U,2023-07-17
北京兰惠酒店管理有限公司,91110118MACQD05U0Y,2023-08-01
北京鑫诚永达代理记账有限公司,91110118MACWPL7812,2023-08-16
浩天中盛（北京）科技有限公司,91110118MACWGWUF6X,2023-08-16
北京智建规划设计院,91110118MACWA6GY9T,2023-08-16
铎阳（北京）科技有限公司,91110118MACP7H9L5P,2023-08-16
北京荣庆建筑工程有限公司,91110118MACP7E008K,2023-07-21
北京鑫新阳洋科技有限公司,91110118MACRQB873U,2023-08-04
中盈乐平（北京）科技有限公司,91110118MACR62FX7A,2023-08-14
北京伟烨园林景观工程有限公司,91110112MACPBQAW8R,2023-10-24
北京市华荫世家建筑工程有限公司,91110118MACQLY6246,2023-07-28
北京七匹狼服装销售有限公司北京密云分公司,91110118MACP7H5C6U,2023-07-21
北京中清源环保科技有限公司,91110118MACQL1UD7G,2023-07-21
北京运达鸿博家具有限公司,91110118MACTN1MJ9E,2023-08-03
国乐高能（北京）科技有限公司,91110118MACTG9EJ19,2023-08-14
中安月瑞（北京）商贸有限公司,91110118MACUG1PF8P,2023-08-10
北京隆瑞鼎鑫建筑工程有限公司,91110118MACQ8YUBX7,2023-07-13
北京合硕新材料有限公司,91110118MACRNQA2X1,2023-07-26
北京欢笑世纪科技有限公司,91110118MACPT20Y3F,2023-07-26
北京柯雨明通科技有限公司,91110118MACQD1QM1Y,2023-07-26
北京正畅文化会展服务有限公司,91110118MACTN1NBXT,2023-08-03
北京宜鑫佳商贸有限公司,91110118MACRQAER26,2023-08-04
北京闲合文化传媒有限公司,91110118MACR690004,2023-08-14
国平天月（北京）文化传媒有限公司,91110118MACUGTNW0B,2023-08-14
中北国业（北京）科技有限公司,91110118MACPXQUL5T,2023-07-26
北京幸福海泽商贸有限公司,91110118MACQHDMM0G,2023-07-17
北京水漳山水游民俗旅游专业合作社,93110118MACQT7BK33,2023-07-13
北京蝉铭科技有限公司,91110118MACWPKN722,2023-08-16
北京扶平建设发展有限公司密云分公司,91110118MACQ5EQQ6H,2023-07-21
北京顾新科技有限公司,91110118MACR88AF54,2023-07-28
华鸿（北京）新能源股份有限公司,91110118MACTN08J77,2023-08-03
北京乐宴餐饮管理有限公司,91110118MACQC4MM9L,2023-09-08
中伟来高（北京）建筑工程有限公司,91110118MACR686227,2023-08-14
北京维娅建筑设计工程有限公司,91110118MACQ5N4H7M,2023-07-21
北京海棠翻译咨询有限公司,91110118MACTDY64XL,2023-10-08
中安月丽（北京）商贸有限公司,91110118MACUG1WW1U,2023-08-10
赫希贝德纳（北京）设计咨询有限公司,91110118MACUG3H69X,2023-08-10
北京桐润环保科技有限公司,91110118MACQ12GA73,2023-07-28
北京皓元新材料有限公司,91110118MACP7E4W5X,2023-07-21
北京大象群文旅有限公司,91110118MACRMJU49J,2023-08-03
东方龙跃（北京）建设工程有限公司,91110118MACQC3L0X0,2023-08-03
北京菲瑞盛商贸有限公司,91110118MACTCHLX0E,2023-08-03
北京伟华博文机械工程技术有限公司,91110118MACUHE4K6F,2023-08-14
北京首智创未来科技有限公司,91110118MACTYTJQ3K,2023-08-10
中经央信（北京）商务服务有限公司,91110118MACWPM258F,2023-08-16
北京广源正艺文化传播有限公司,91110118MACWGY77XR,2023-08-16
北京京衡博泰科技有限公司,91110118MACTDT1288,2023-07-28
北京际奥科技有限公司,91110118MACQLUW7X0,2023-07-28
北京明翔田园建筑工程有限公司,91110118MACWH6F88H,2023-08-16
北京众羽田园商贸有限公司,91110118MACT721PX3,2023-09-14
北京春景生物科技有限公司,91110118MACT72009P,2023-08-15
北京军得利劳务分包有限公司一分公司,91110118MACR0KD86J,2023-08-10
北京行若科技有限公司,91110118MACQ8XMD2C,2023-09-14
北京人间烟火气生态农业专业合作社,93110118MACQCY5G3P,2023-07-26
北京彬时信息科技有限公司,91110118MACQD1AW1N,2023-07-26
北京辣嗨了餐饮管理有限公司密云分公司,91110118MACRNU6X9X,2023-07-26
尚梦源（北京）传媒科技有限公司,91110118MACWPP6B02,2023-08-16
北京大德久恒液压科技有限公司,91110118MACQLX0W97,2023-07-28
中安月来（北京）文化传媒有限公司,91110118MACUGGJC6E,2023-08-10
北京中佳天晟科技有限公司,91110118MACQB4NQ20,2023-07-18
北京吉字节科技有限公司,91110118MACU4QBRX8,2023-08-17
中盈盛安（北京）科技有限公司,91110118MACUQQBB9N,2023-08-17
北京腾跃呈祥建筑有限公司,91110118MACQQTUF76,2023-07-24
北京金安晟源信息技术咨询服务有限公司,91110118MACTJKAY53,2023-08-09
中安田月（北京）商贸有限公司,91110118MACULQTG7U,2023-08-15
中盈明乐（北京）文化传媒有限公司,91110118MACR98C788,2023-08-17
北京杰润通达科技有限公司,91110118MACU498B3U,2023-08-17
北方中海城市建设开发（北京）有限公司,91110118MACU49J62C,2023-08-17
北京京运通环卫管理有限公司,91110118MACRK8L32C,2023-08-21
北京天象众合科技文化发展中心（有限合伙）,91110118MACQMJM39W,2023-08-08
北京萌可硕商贸有限公司,91110118MACRBMF76G,2023-08-17
北京三加七商贸有限公司,91110118MACR0D0X9C,2023-08-09
北京捌叁肆壹精锐体育有限公司,91110106MACUCA80XR,2023-08-17
北京雨若天晴商贸有限公司,91110118MACQXECE1D,2023-07-18
中安月来（北京）科技有限公司,91110118MACR8NN81R,2023-08-15
酒香千家贸易（北京）有限公司,91110118MACUB47A37,2023-08-15
北京惠福万家科技有限公司,91110118MACTJJWQ72,2023-08-02
北京中嘉鸿信科技有限公司,91110118MACU48PY7R,2023-08-17
中体国强（北京）体育文化有限公司北京分公司,91110118MACUQPQK55,2023-08-17
北京泓申科技有限公司,91110118MACPMKM57D,2023-07-10
万年流（北京）科技中心（有限合伙）,91110118MACRUJPM8Q,2023-08-01
北京迎春伟业运输有限公司,91110118MACU272Y7U,2023-08-08
北京惠博咨询服务有限公司,91110118MACQB4EN0A,2023-07-18
北京垣润文化传播有限责任公司,91110118MACPT3UE3F,2023-07-26
华丰悦安（北京）科技有限公司,91110118MACU4R8H1F,2023-08-17
北京水颜精魅餐饮有限公司,91110118MACT5FBY1T,2023-08-17
北京世纪嘉园园林绿化工程有限公司,91110118MACRUHETXL,2023-08-01
征辉解畅（北京）咨询管理有限公司,91110118MACN52HL2D,2023-07-10
北京智达鑫晟钢结构有限公司,91110118MACTUNRP8M,2023-08-09
深圳中科云信息技术有限公司北京分公司,91110118MACRJWC51N,2023-08-02
中财国鑫（北京）影视传媒有限公司,91110118MACRJXBN56,2023-08-02
北京建邦雅筑绿建科技有限公司,91110118MACQ8HAJ19,2023-08-09
北京郡润技术有限公司,91110118MACU4PKG4P,2023-08-17
北京甜甜桃餐饮有限公司,91110118MACUQQ5Q3F,2023-08-17
北京舒适家科技发展有限责任公司,91110118MACRCTRN8T,2023-08-08
翰字苑（北京）文化有限公司,91110118MACRCTJ330,2023-08-08
锦鑫鸿盛（北京）咨询服务有限公司,91110118MACW3NTX17,2023-08-18
北京固锐达供应链管理有限公司,91110118MACN53CT94,2023-07-10
北京了如指掌科技管理有限公司,91110118MACUGD4A67,2023-08-10
北京天鸿顺发建筑材料销售有限责任公司,91110118MACPXBGQ6M,2023-07-24
北京松兰智能科技有限公司,91110118MACQNDAK0N,2023-07-19
北京博伟时代文化传媒有限公司,91110118MACR718G6J,2023-07-18
华梁建设集团有限公司北京分公司,91110118MACQXDJ76G,2023-07-18
中岸（北京）建筑工程有限公司,91110118MACPAHXH11,2023-07-24
中雍（北京）建筑工程有限公司,91110118MACR5CQQ16,2023-07-24
北京欣安房地产经纪有限公司,91110118MACT5H4UX5,2023-08-17
北京桔富元酒店管理有限公司,91110118MACPML834F,2023-07-10
北京鼎欣味餐饮管理有限公司,91110118MACQ7C353E,2023-08-01
北京朝尚尚美发造型有限公司,91110118MACU26KQ3J,2023-10-24
北京中基绿能环保科技有限公司,91110118MACRC5JN1M,2023-08-18
北京领迪元商贸有限公司,91110118MACPMB1080,2023-07-10
北京瓦特数能科技合伙企业（有限合伙）,91110118MACU090N9D,2023-08-10
北京顺达鑫诚建筑劳务有限公司,91110118MACQB3YR8R,2023-07-18
中盈高好（北京）科技有限公司,91110118MACR8NXL1X,2023-08-15
北京五道燕园企业运营管理有限公司,91110118MACUB5MBXF,2023-08-15
利桓泽科技发展（北京）有限公司,91110118MACRBJNK5U,2023-08-17
东方五角星康养产业（北京）有限公司,91110118MACRCXDX1X,2023-09-27
企好查（北京）科技有限公司,91110118MACPTR3J8R,2023-07-12
北京缘锦商贸有限公司,91110118MACT0DNE1K,2023-08-02
北京翔瑞和企业管理咨询有限公司,91110118MACULR8724,2023-08-15
北京蜜木亭酒店管理有限公司,91110106MACT5FW07J,2023-09-01
通倍智（北京）科技有限公司,91110118MACQFDD10Y,2023-07-10
中科煦日（北京）科技有限公司,91110118MACW0BEK0Y,2023-08-21
国平来安（北京）商贸有限公司,91110118MACU05325G,2023-08-10
北京响烨科技合伙企业（有限合伙）,91110118MACU08390X,2023-08-10
北京鲸鸟财税科技有限公司,91110118MACPAJ374K,2023-07-24
北京元逸诗酒店管理有限公司,91110106MACT51LD57,2023-09-04
北京青青绿草文化发展有限公司,91110118MACULNCN87,2023-08-15
北京云琪餐饮管理有限公司,91110118MACT0CJA0E,2023-08-02
北京迅彤发商贸有限公司,91110118MACRJW6375,2023-08-02
北京齐扬文化传播有限公司,91110118MACRDTLJ2F,2023-08-18
北京农与地贸易有限公司,91110118MACTY0D70G,2023-08-21
北京万峰乾通咨询有限公司,91110118MACW3NUX8J,2023-08-18
北京五福鸿运商贸有限公司,91110118MACU28L7XM,2023-08-08
北京健慧科技有限公司,91110118MACPYR6175,2023-07-10
北京龙仁体育文化艺术有限公司,91110118MACUGD2K52,2023-08-10
北京聚和鸿源人力资源有限公司,91110118MACRFYCA6J,2023-07-24
北京腾岳建筑工程有限公司,91110118MACRK5J4X0,2023-08-21
北京广遇商贸有限公司,91110118MACRUJCX59,2023-08-01
北京锌火创新科技有限公司,91110118MACRCU81XW,2023-08-08
鑫宏岩（北京）供应链管理有限公司,91110118MACN52KF2K,2023-07-10
北京中教蓝海科技有限公司,91110118MACR11KGXR,2023-08-10
北京全有钱文化有限公司,91110118MACRG10K71,2023-07-24
北京竹实文化传播有限公司,91110118MACQRGUR5R,2023-07-31
国青安和（北京）科技有限公司,91110118MACUB6Y849,2023-08-15
北京星光艺达文化传播有限公司,91110118MACTB4WR02,2023-08-21
汇祥聚（北京）广告设计有限公司,91110118MACQ040J9D,2023-07-10
北京望盛安全科技有限公司,91110118MACU282G25,2023-08-08
北京晨阳雨田企业管理服务合伙企业（有限合伙）,91110118MACTQMN03Y,2023-08-08
博雅惠嘉（北京）艺术品鉴定有限公司,91110118MACUGFFY8Y,2023-08-10
北京世嘉智诚企业管理有限公司,91110105MACU6BC72E,2023-11-10
北京瑞锦鑫源商贸有限公司,91110118MACTPB7G7N,2023-10-23
北京远航骏驰人力资源有限公司,91110118MACUM1XJ47,2023-09-05
北京金燊科技服务有限公司,91110118MACRBL529L,2023-09-11
北京赫泽企业管理策划有限公司,91110118MACRD8YY0C,2023-08-18
北京张兆发健康文化有限公司,91110118MACR13KN2T,2023-08-10
北京世纪力康健康管理服务有限公司密云经营部,91110118MACTB60U79,2023-08-21
北京林强互动科技有限公司,91110118MACPT3593D,2023-07-26
北京北航科技园有限公司北京密云分公司,91110118MACTYC0J9L,2023-10-20
北京天晟兴业建筑工程有限公司,91110118MACRLH8G6T,2023-08-21
国月乐安（北京）建筑工程有限公司,91110118MACT7EYQ0M,2023-08-10
北京牛宣网络科技有限公司,91110118MACR11BG2Q,2023-08-10
谦优（北京）科技中心（有限合伙）,91110118MACU07P63E,2023-08-10
北京众诚汇景园林绿化工程有限公司,91110118MACT7HPH85,2023-08-10
北京泽信博通科技有限公司,91110118MACTKPP44K,2023-08-15
宇航兔科技（北京）有限公司,91110118MACTKF8H55,2023-08-15
北京韩缇娜医疗美容技术有限公司,91110118MACW0LX21N,2023-08-21
北京国乐安点文化有限公司,91110118MACRDT1H98,2023-08-18
北京虹易香餐饮管理有限公司,91110118MACQFEL65J,2023-07-10
北京绿洲计画文化艺术有限公司,91110118MACRUHYL1J,2023-08-01
北京和胜建设工程有限公司第二分公司,91110118MACUBFNC1P,2023-08-15
北京和胜建设工程有限公司第一分公司,91110118MACR8N210X,2023-08-15
北京怡佳瑞仁管理咨询服务合伙企业（有限合伙）,91110118MACR10LL4Y,2023-08-10
北京行知始成托育有限公司,91110118MACR5BH097,2023-07-24
华辰奕创（北京）建筑工程有限公司,91110118MACUKGMA02,2023-08-18
中盈乐安（北京）科技有限公司,91110118MACULQP432,2023-08-15
中盈高安（北京）科技有限公司,91110118MACUL3QC25,2023-08-18
千古秀（北京）科技中心（有限合伙）,91110118MACQ7D7M0K,2023-08-01
北京普多智科技有限公司,91110118MACTEMDQ7K,2023-08-01
北京兴慧雄旺商贸有限公司,91110118MACNK2FK3G,2023-07-12
北京德庆技术有限责任公司,91110118MACQ8HLT3G,2023-08-02
华商甄选（北京）有限公司,91110118MACULPD87J,2023-08-15
立微科技发展（北京）有限公司,91110118MACRYJH09B,2023-07-26
北京铭潮餐饮管理有限公司,91110118MACRDREA9K,2023-08-18
北京睿信永源科技有限责任公司,91110118MACW4AW27A,2023-08-18
北京安选优选寄卖服务有限公司,91110118MACUBGNF9T,2023-08-15
北京和远华季商贸有限公司,91110118MACWMNC90B,2023-08-24
北京茗帆信息咨询有限公司,91110118MACW9RQ81A,2023-08-16
北京健祥中医医院有限责任公司,91110118MACU9JNG4B,2023-08-23
北京盛京明通家政服务有限公司,91110118MACW95JD8J,2023-08-23
北京居罡季宅物业管理有限公司,91110118MACU9Q778L,2023-08-23
北京密时光商业运营管理有限公司,91110118MACRBDG430,2023-07-31
中盈安份（北京）商贸有限公司,91110118MACUU9F18T,2023-08-22
北京艾德视安科技有限公司,91110118MACT0PKC9H,2023-08-23
北京乐宜生境科技有限公司,91110118MACWMEA93F,2023-08-24
北京鸿诚嘉旺商贸有限公司,91110118MACTNNAT4G,2023-09-18
