项目名称,项目地址,建设单位,预售证号,发证时间,开发企业名称
天璞家园,东坝南区1106-692地块二类居住用地,北京锦泰房地产开发有限公司,京房售证字( 2016 ) 19 号,20160318,北京锦泰房地产开发有限公司
金茂逸家园,北京经济技术开发区河西区X87街区,北京方兴葛洲坝房地产开发有限公司,京房售证字( 2015 ) 开10 号,20151122,北京方兴葛洲坝房地产开发有限公司
丽来花园,天竺镇薛大人庄村,北京宝苑房地产开发有限公司,京房售证字( 2012 ) 231 号,20121010,北京宝苑房地产开发有限公司
云麓苑,古城南街东侧（首钢园区东南区）1612-823地块R2二类居住用地,北京金安兴业房地产开发有限公司,京房售证字( 2021 ) 93 号,20210727,北京金安兴业房地产开发有限公司
燕西华府家园,王佐镇（怪村村北A地块）,北京西海龙湖置业有限公司,京房售证字( 2019 ) 43 号,20190501,北京西海龙湖置业有限公司
西钓鱼台嘉园,西钓鱼台村1号地,北京市御水苑房地产开发有限责任公司,京房售证字( 2005 ) 101 号,20050401,北京市御水苑房地产开发有限责任公司
龙庆●望都佳园,康庄镇三街村,北京龙庆房地产开发有限公司,京房售证字( 2010 ) 315 号,20101202,北京龙庆房地产开发有限公司
丽来花园,天竺镇薛大人庄村 朝阳区孙河乡北甸村,北京宝苑房地产开发有限公司,京房售证字( 2014 ) 44 号,20140326,北京宝苑房地产开发有限公司
燕西华府家园,王佐镇（怪村村北D地块）,北京西海龙湖置业有限公司,京房售证字( 2011 ) 193 号,20111001,北京西海龙湖置业有限公司
玉兰湾嘉园,九棵树大街居住项目地块,北京祈连房地产开发有限公司,京房售证字( 2013 ) 121 号,20130725,北京祈连房地产开发有限公司
玉泉新城,玉泉路西侧、田村山南路北侧,北京玉泉新城房地产开发有限公司,京房售证字( 2013 ) 137 号,20130811,北京玉泉新城房地产开发有限公司
嘉宏中心,黄村镇大庄村东侧京开路48号商业金融项目,北京金隅置地房地产开发有限公司,京房售证字( 2013 ) 152 号,20130828,北京金隅置地房地产开发有限公司
天宫融汇佳苑,生物医药基地东配套11号地居住项目,北京金融街奕兴天宫置业有限公司,京房售证字( 2014 ) 25 号,20140301,北京金融街奕兴天宫置业有限公司
兴政家园,黄村镇,北京京南住房开发有限责任公司,京房售证字( 2007 ) 207 号,20070622,北京京南住房开发有限责任公司
燕西华府家园,王佐镇（怪村村北C-2地块）,北京西海龙湖置业有限公司,京房售证字( 2011 ) 288 号,20120101,北京西海龙湖置业有限公司
浅山香逸雅园,张镇张各庄村,北京天正华特房地产开发有限公司,京房售证字( 2014 ) 201 号,20140920,北京天正华特房地产开发有限公司
燕西华府家园,王佐镇（怪村村北C-3地块）,北京西海龙湖置业有限公司,京房售证字( 2014 ) 159 号,20140727,北京西海龙湖置业有限公司
朗悦嘉园,长阳镇房山线理工大学站3号地及5号地局部地块,北京金地惠达房地产开发有限公司,京房售证字( 2014 ) 85 号,20140425,北京金地惠达房地产开发有限公司
高米店南里,黄村镇京开高速路西侧,北京兴创房地产开发有限公司,京房售证字( 2014 ) 296 号,20141225,北京兴创房地产开发有限公司
燕西华府家园,王佐镇（怪村村北B地块）,北京西海龙湖置业有限公司,京房售证字( 2015 ) 119 号,20150828,北京西海龙湖置业有限公司
万芳园,花乡樊家村万年花城一号地,北京万年花城房地产开发有限责任公司,京房售证字( 2006 ) 76 号,20060315,北京万年花城房地产开发有限责任公司
龙之湾嘉园,天竺开发区21号地,北京英才房地产开发有限公司,京房售证字( 2006 ) 497 号,20061119,北京英才房地产开发有限公司
润西山苑,门头沟区永定镇冯村（新城地区一期居住项目）,华润置地发展（北京）有限公司,京房售证字( 2011 ) 239 号,20111109,华润置地发展（北京）有限公司
天秀花园秋水园,海淀乡肖家河天秀花园1号地,北京海开万科房地产开发有限责任公司,京房售证字( 2005 ) 667 号,20051211,北京海开万科房地产开发有限责任公司
未来汇中心,仁和镇军营村西环路东侧,北京金龙永辉置业有限公司,京房售证字( 2016 ) 196 号,20160922,北京金龙永辉置业有限公司
云湾家园,长阳镇起步区3号地南侧,北京中粮万科置业有限公司,京房售证字( 2011 ) 78 号,20110612,北京中粮万科置业有限公司
云凤庄园,溪翁庄镇东智东村南,北京新博城房地产开发有限公司,京房售证字( 2012 ) 169 号,20120810,北京新博城房地产开发有限公司
百合湾嘉园,通胡大街70号居住、商业项目,北京麦金利房地产开发有限公司,京房售证字( 2012 ) 208 号,20120921,北京麦金利房地产开发有限公司
百合湾嘉园,通胡大街70号居住、商业项目,北京麦金利房地产开发有限公司,京房售证字( 2012 ) 18 号,20120302,北京麦金利房地产开发有限公司
首邑溪谷嘉园,新城北区22号地-1地块,北京昊坤嘉业房地产开发有限公司,京房售证字( 2010 ) 360 号,20101218,北京昊坤嘉业房地产开发有限公司
金宝鑫园,马坡镇,北京金宝房地产开发有限公司,京房售证字( 2013 ) 166 号,20130914,北京金宝房地产开发有限公司
上渡中心,赵全营镇（顺义区板桥创意天承产业基地G2-05地块）,北京旺晟房地产开发有限公司,京房售证字( 2012 ) 139 号,20120720,北京旺晟房地产开发有限公司
明珠花园,密云县十里堡镇十里堡村北侧,北京祥云世纪房地产开发有限公司,京房售证字( 2007 ) 246 号,20070714,北京祥云世纪房地产开发有限公司
万芳园,花乡樊家村万年花城一号地,北京万年花城房地产开发有限责任公司,京房售证字( 2005 ) 498 号,20050924,北京万年花城房地产开发有限责任公司
熙悦广场,长阳镇起步区2号地03-2-15地块、房山区长阳镇起步区2号地03-2-14地块、房山区长阳镇起步区2号地03-2-05地块、房山区长阳镇起步区2号地03-2-06地块,北京首开荣泰置业有限公司,京房售证字( 2016 ) 29 号,20160331,北京首开荣泰置业有限公司
紫金长安家园,海淀区西翠路西侧,北京澳林房地产开发有限公司,京房售证字(2004)175号,20040514,北京澳林房地产开发有限公司
天泽苑,西环北路东侧,北京天龙泽房地产开发有限公司,京房售证字( 2006 ) 457 号,20061031,北京天龙泽房地产开发有限公司
鹏景阁,来广营乡南湖渠,北京巨鹏投资公司,京房售证字( )1210号,20030129,北京巨鹏投资公司
立汤路30号,小汤山镇马坊桥东,北京太阳城房地产开发有限公司,京房售证字( 2007 ) 316 号,20070914,北京太阳城房地产开发有限公司
紫石时代中心,永顺镇商务园D1南区（5、6、7地块）商业，经营性办公用地项目,北京紫石房地产开发有限公司,京房售证字( 2014 ) 195 号,20140906,北京紫石房地产开发有限公司
东山嘉园,东四环北路7号,北京太合嘉园房地产开发有限责任公司,京房售证字( 2007 ) 27 号,20070126,北京太合嘉园房地产开发有限责任公司
明珠花园,十里堡镇十里堡村北侧,北京祥云世纪房地产开发有限公司,京房售证字( 2008 ) 328 号,20080907,北京祥云世纪房地产开发有限公司
雅世合晶嘉园,永定路甲4号住宅及商业项目,北京新岁丰置业有限公司,京房售证字( 2010 ) 50 号,20100307,北京新岁丰置业有限公司
恭和养老中心,双桥西巷6号双桥老年康复医院用地,乐成老年事业投资有限公司,京房售证字( 2016 ) 35 号,20160407,乐成老年事业投资有限公司
上河湾家园,观光塔住宅小区0702、1001地块,北京城建兴云房地产有限公司,京房售证字( 2014 ) 50 号,20140330,北京城建兴云房地产有限公司
润西山苑,门头沟区永定镇冯村（新城地区一期居住项目）,华润置地发展（北京）有限公司,京房售证字( 2016 ) 2 号,20160110,华润置地发展（北京）有限公司
中海金泰中心,老古城H地块,北京中海金石房地产开发有限公司,京房售证字( 2015 ) 230 号,20151226,北京中海金石房地产开发有限公司
富尔大厦,朝阳区东三环中路25号富尔大厦,北京美迪亚置业有限公司,京房售证字(2004)467号,20041015,北京美迪亚置业有限公司
联合置地中心,朝外大街1号地,联合置地房地产开发有限公司,京房售证字( 2010 ) 173 号,20100807,联合置地房地产开发有限公司
万芳园,花乡樊家村4号地（二）地块,北京万年花城房地产开发有限责任公司,京房售证字( 2006 ) 130 号,20060416,北京万年花城房地产开发有限责任公司
金宝鑫园,马坡镇,北京金宝房地产开发有限公司,京房售证字( 2011 ) 86 号,20110618,北京金宝房地产开发有限公司
润西山苑,永定镇冯村（新城地区一期居住项目）,华润置地发展（北京）有限公司,京房售证字( 2012 ) 120 号,20120620,华润置地发展（北京）有限公司
鼎盛园,崇文区安乐林中街4号,北京鼎维原房地产开发有限公司,京房售证字(2004)240号,20040630,北京鼎维原房地产开发有限公司
望京恒电大厦,中关村科技园区电子城西区E8-2地块,北京中关村电子城建设有限公司,京房售证字( 2014 ) 9 号,20140125,北京中关村电子城建设有限公司
蓝调沙龙雅园,梨园镇(蓝调沙龙雅园东区),北京天行雅坤房地产开发有限公司,京房售证字( 2005 ) 306 号,20050713,北京天行雅坤房地产开发有限公司
兴宇名苑,北臧村镇生物医药基地东配套6号及7号0505-053、0505-062号地块,北京龙湖兴润置业有限公司,京房售证字( 2012 ) 83 号,20120516,北京龙湖兴润置业有限公司
阳光峰景嘉园,后沙峪镇,北京福兴晟房地产开发有限公司,京房售证字( 2017 ) 91 号,20170729,北京福兴晟房地产开发有限公司
悠悠商业中心,马坊镇B01-01地块,北京新华联宏石商业地产有限公司,京房售证字( 2017 ) 66 号,20170610,北京新华联宏石商业地产有限公司
悦都苑,长阳镇长阳西站1、2号地,北京首创奥特莱斯房山置业有限公司,京房售证字( 2011 ) 74 号,20110609,北京首创奥特莱斯房山置业有限公司
“东山嘉园”（一期）,东四环北路7号太合嘉园宗地四,北京太合嘉园房地产开发有限责任公司,京房售证字( 2015 ) 58 号,20150606,北京太合嘉园房地产开发有限责任公司
领秀慧谷,回龙观镇朱辛庄村,北京科技园建设（集团）股份有限公司,京房售证字( 2011 ) 79 号,20110615,北京科技园建设（集团）股份有限公司
绿地财富中心,黄村镇19号地,北京绿地京城置业有限公司,京房售证字( 2011 ) 28 号,20110326,北京绿地京城置业有限公司
武夷花园,胡各庄乡,北京武夷房地产开发有限公司,京房售证字( 2008 ) 445 号,20081214,北京武夷房地产开发有限公司
博雅资源中心,中关村国际生命医疗园A-5b商业用地,北京万顺达房地产开发有限公司,京房售证字( 2012 ) 255 号,20121109,北京万顺达房地产开发有限公司
远洋万和中心,北四环东路73号住宅及配套项目C地块,远洋地产有限公司,京房售证字( 2010 ) 328 号,20101209,远洋地产有限公司
麗新湾花园,高丽营镇于庄村,北京新世界华美房地产开发有限公司,京房售证字( 2015 ) 122 号,20150828,北京新世界华美房地产开发有限公司
嘉特美大厦,右安门外商业、居住项目,北京嘉特美房地产开发有限公司,京房售证字( 2010 ) 215 号,20100921,北京嘉特美房地产开发有限公司
博雅资源中心,中关村国际生命医疗园A-5b商业用地,北京万顺达房地产开发有限公司,京房售证字( 2012 ) 5 号,20120131,北京万顺达房地产开发有限公司
攀云中心,温泉镇辛庄村工业用地（北地块）,北京福泉投资有限公司,京房售证字( 2015 ) 102 号,20150725,北京福泉投资有限公司
福泰香博园,黄村镇兴华大街东侧,北京福发房地产开发有限公司,京房售证字( 2007 ) 281 号,20070815,北京福发房地产开发有限公司
春晓佳园,中关村生命科学园三期及北四村棚户区改造和环境整治项目CP00-1805-6002地块R2二类居住用地,北京力汇房地产开发有限公司,京房售证字( 2021 ) 140 号,20210930,北京力汇房地产开发有限公司
石桥小区,城后街北侧、檀东路西侧,北京檀营房地产开发有限公司,京房售证字( 2008 ) 442 号,20081212,北京檀营房地产开发有限公司
